PROBE_ID	ENTREZ_GENE_ID	SYMBOL
ILMN_2361807	10956	OS9
ILMN_1793025	84709	OSAP
ILMN_1706376	5007	OSBP
ILMN_1781966	23762	OSBP2
ILMN_1669497	114884	OSBPL10
ILMN_1687410	114885	OSBPL11
ILMN_1773063	114876	OSBPL1A
ILMN_1697952	114876	OSBPL1A
ILMN_2405602	114876	OSBPL1A
ILMN_2349124	9885	OSBPL2
ILMN_1656482	9885	OSBPL2
ILMN_1735798	26031	OSBPL3
ILMN_2328378	26031	OSBPL3
ILMN_1802151	114879	OSBPL5
ILMN_2307032	114879	OSBPL5
ILMN_1763561	114880	OSBPL6
ILMN_1756935	114880	OSBPL6
ILMN_1720865	114881	OSBPL7
ILMN_1751243	114881	OSBPL7
ILMN_2405078	114882	OSBPL8
ILMN_1782459	114882	OSBPL8
ILMN_2313856	114883	OSBPL9
ILMN_1680932	114883	OSBPL9
ILMN_2313851	114883	OSBPL9
ILMN_1741917	126014	OSCAR
ILMN_2367418	126014	OSCAR
ILMN_2273572	127700	OSCP1
ILMN_1719835	127700	OSCP1
ILMN_1753393	55644	OSGEP
ILMN_1658909	64172	OSGEPL1
ILMN_2047676	64172	OSGEPL1
ILMN_2319588	29948	OSGIN1
ILMN_2255877	29948	OSGIN1
ILMN_1757732	734	OSGIN2
ILMN_1780546	5008	OSM
ILMN_2205999	9180	OSMR
ILMN_2197128	130497	OSR1
ILMN_1654732	116039	OSR2
ILMN_1687002	116039	OSR2
ILMN_1737715	116039	OSR2
ILMN_1789096	200931	OSTalpha
ILMN_1750312	123264	OSTbeta
ILMN_1776005	58505	OSTC
ILMN_3236156	58505	OSTC
ILMN_2056167	58505	OSTC
ILMN_3246544	202459	OSTCL
ILMN_1742456	26578	OSTF1
ILMN_1720303	28962	OSTM1
ILMN_1735745	344901	OSTN
ILMN_1749114	5009	OTC
ILMN_1654980	146183	OTOA
ILMN_1661862	146183	OTOA
ILMN_1779890	146183	OTOA
ILMN_1728705	9381	OTOF
ILMN_1663347	9381	OTOF
ILMN_2340886	9381	OTOF
ILMN_1815232	340990	OTOG
ILMN_2259155	131149	OTOL1
ILMN_1758983	133060	OTOP1
ILMN_1715612	92736	OTOP2
ILMN_1662734	347741	OTOP3
ILMN_1718124	56914	OTOR
ILMN_2223887	56914	OTOR
ILMN_1713274	150677	OTOS
ILMN_1752662	23440	OTP
ILMN_1659270	23440	OTP
ILMN_2265222	55611	OTUB1
ILMN_1723871	55611	OTUB1
ILMN_2354855	55611	OTUB1
ILMN_1792012	78990	OTUB2
ILMN_1799198	78990	OTUB2
ILMN_1684983	78990	OTUB2
ILMN_1752008	220213	OTUD1
ILMN_1723141	220213	OTUD1
ILMN_1779280	23252	OTUD3
ILMN_1708203	54726	OTUD4
ILMN_2287604	54726	OTUD4
ILMN_2394975	54726	OTUD4
ILMN_2088847	55593	OTUD5
ILMN_1730567	139562	OTUD6A
ILMN_1772703	51633	OTUD6B
ILMN_2215631	51633	OTUD6B
ILMN_1785146	161725	OTUD7A
ILMN_1718060	161725	OTUD7A
ILMN_2298160	161725	OTUD7A
ILMN_3239298	56957	OTUD7B
ILMN_1691180	5013	OTX1
ILMN_1722959	5015	OTX2
ILMN_1688075	5015	OTX2
ILMN_2323465	5015	OTX2
ILMN_1677610	124641	OVCA2
ILMN_1681194	341350	OVCH1
ILMN_1728147	341277	OVCH2
ILMN_1734542	5016	OVGP1
ILMN_1700371	5017	OVOL1
ILMN_1692936	5017	OVOL1
ILMN_1724832	58495	OVOL2
ILMN_1739486	408186	OVOS
ILMN_2255001	144203	OVOS2
ILMN_1805336	144203	OVOS2
ILMN_1719909	144203	OVOS2
ILMN_2336656	144203	OVOS2
ILMN_1676594	144203	OVOS2
ILMN_1731851	5018	OXA1L
ILMN_1813544	5019	OXCT1
ILMN_1653730	64064	OXCT2
ILMN_1765061	165140	OXER1
ILMN_1709091	27199	OXGR1
ILMN_2163975	27199	OXGR1
ILMN_3244030	92106	OXNAD1
ILMN_1737462	55074	OXR1
ILMN_1683992	54995	OXSM
ILMN_1811489	9943	OXSR1
ILMN_1735124	5020	OXT
ILMN_1804929	5021	OXTR
ILMN_2095908	8909	P11
ILMN_2209180	55197	P15RS
ILMN_1758529	5023	P2RX1
ILMN_2299450	22953	P2RX2
ILMN_1706497	22953	P2RX2
ILMN_1760226	22953	P2RX2
ILMN_1669239	22953	P2RX2
ILMN_1660816	22953	P2RX2
ILMN_1654997	5024	P2RX3
ILMN_1740263	5024	P2RX3
ILMN_1806186	5024	P2RX3
ILMN_1813846	5025	P2RX4
ILMN_1677793	5026	P2RX5
ILMN_1734964	5026	P2RX5
ILMN_3243924	9127	P2RX6
ILMN_2112744	440799	P2RX6P
ILMN_1759326	5027	P2RX7
ILMN_1716335	9127	P2RXL1
ILMN_1772667	5028	P2RY1
ILMN_2321578	27334	P2RY10
ILMN_1784774	27334	P2RY10
ILMN_1752226	5032	P2RY11
ILMN_2320164	64805	P2RY12
ILMN_1664094	53829	P2RY13
ILMN_1664525	53829	P2RY13
ILMN_1744578	53829	P2RY13
ILMN_2258409	9934	P2RY14
ILMN_1764036	9934	P2RY14
ILMN_2342835	9934	P2RY14
ILMN_1690664	5029	P2RY2
ILMN_1723535	5029	P2RY2
ILMN_2372915	5029	P2RY2
ILMN_2297854	5029	P2RY2
ILMN_1721630	5030	P2RY4
ILMN_1786429	10161	P2RY5
ILMN_1790029	5031	P2RY6
ILMN_1660031	5031	P2RY6
ILMN_1782275	5031	P2RY6
ILMN_1768284	286530	P2RY8
ILMN_1747442	5033	P4HA1
ILMN_1693334	5033	P4HA1
ILMN_2381697	8974	P4HA2
ILMN_1795778	8974	P4HA2
ILMN_2280135	8974	P4HA2
ILMN_1690121	283208	P4HA3
ILMN_1719303	5034	P4HB
ILMN_1672122	54681	P4HTM
ILMN_2372136	54681	P4HTM
ILMN_3300313	54681	P4HTM
ILMN_1793950	641455	P704P
ILMN_1734184	196463	P76
ILMN_1810560	26471	P8
ILMN_1728984	5036	PA2G4
ILMN_2181748	647033	PA2G4P4
ILMN_1652753	80227	PAAF1
ILMN_2136133	26986	PABPC1
ILMN_1761155	26986	PABPC1
ILMN_3303612	80336	PABPC1L
ILMN_3235888	340529	PABPC1L2A
ILMN_2322446	645974	PABPC1L2B
ILMN_2223293	5042	PABPC3
ILMN_1718128	5042	PABPC3
ILMN_1757343	8761	PABPC4
ILMN_3241262	132430	PABPC4L
ILMN_2391245	140886	PABPC5
ILMN_2285390	140886	PABPC5
ILMN_1796926	140886	PABPC5
ILMN_1759154	8106	PABPN1
ILMN_1662878	51237	PACAP
ILMN_2363744	135138	PACRG
ILMN_2280441	135138	PACRG
ILMN_2269900	135138	PACRG
ILMN_1802674	135138	PACRG
ILMN_3230157	133015	PACRGL
ILMN_3297013	133015	PACRGL
ILMN_1716488	55690	PACS1
ILMN_1719864	23241	PACS2
ILMN_1751020	29993	PACSIN1
ILMN_3307772	11252	PACSIN2
ILMN_1702396	11252	PACSIN2
ILMN_1682957	29763	PACSIN3
ILMN_1732323	29943	PADI1
ILMN_1771223	11240	PADI2
ILMN_1758888	51702	PADI3
ILMN_1807529	23569	PADI4
ILMN_1748221	353238	PADI6
ILMN_2389069	5047	PAEP
ILMN_1748004	5047	PAEP
ILMN_1669508	54623	PAF1
ILMN_1722276	5048	PAFAH1B1
ILMN_1743319	5049	PAFAH1B2
ILMN_1748093	5050	PAFAH1B3
ILMN_1682919	5051	PAFAH2
ILMN_1736806	55824	PAG1
ILMN_2055156	55824	PAG1
ILMN_1673640	55824	PAG1
ILMN_1778623	8712	PAGE1
ILMN_1724213	203569	PAGE2
ILMN_1706140	389860	PAGE2B
ILMN_1733722	139793	PAGE3
ILMN_1782754	9506	PAGE4
ILMN_2363141	90737	PAGE5
ILMN_1695992	90737	PAGE5
ILMN_1744656	90737	PAGE5
ILMN_1662214	5053	PAH
ILMN_2218104	5053	PAH
ILMN_1773760	10606	PAICS
ILMN_2286106	10606	PAICS
ILMN_2392546	10606	PAICS
ILMN_2312386	10605	PAIP1
ILMN_1716814	10605	PAIP1
ILMN_1776398	10605	PAIP1
ILMN_1784753	51247	PAIP2
ILMN_2267104	51247	PAIP2
ILMN_1782094	51247	PAIP2
ILMN_1761993	400961	PAIP2B
ILMN_1767365	5058	PAK1
ILMN_2054145	55003	PAK1IP1
ILMN_1726064	55003	PAK1IP1
ILMN_1659878	5062	PAK2
ILMN_1712687	5062	PAK2
ILMN_1676385	5062	PAK2
ILMN_2130218	5063	PAK3
ILMN_2354673	10298	PAK4
ILMN_1763187	10298	PAK4
ILMN_1728887	10298	PAK4
ILMN_1708223	56924	PAK6
ILMN_1803655	57144	PAK7
ILMN_1770938	57144	PAK7
ILMN_1723793	79728	PALB2
ILMN_1698732	23022	PALLD
ILMN_2283185	5064	PALM
ILMN_2387214	5064	PALM
ILMN_1812031	5064	PALM
ILMN_2369403	114299	PALM2
ILMN_1698445	114299	PALM2
ILMN_2281225	445815	PALM2-AKAP2
ILMN_2383591	445815	PALM2-AKAP2
ILMN_1761206	54873	PALMD
ILMN_3307906	54873	PALMD
ILMN_2313901	5066	PAM
ILMN_1788410	25891	PAMR1
ILMN_1658356	25891	PAMR1
ILMN_1658373	9924	PAN2
ILMN_1681304	255967	PAN3
ILMN_1783497	53354	PANK1
ILMN_1740292	53354	PANK1
ILMN_2316918	53354	PANK1
ILMN_1708095	80025	PANK2
ILMN_2373177	80025	PANK2
ILMN_1772058	80025	PANK2
ILMN_2195665	79646	PANK3
ILMN_1743910	55229	PANK4
ILMN_1697817	24145	PANX1
ILMN_1694810	56666	PANX2
ILMN_1811316	116337	PANX3
ILMN_1765116	196743	PAOX
ILMN_2363058	196743	PAOX
ILMN_2278265	196743	PAOX
ILMN_1742569	55149	PAPD1
ILMN_1681845	167153	PAPD4
ILMN_1710571	64282	PAPD5
ILMN_1710495	89932	PAPLN
ILMN_1798354	10914	PAPOLA
ILMN_1652088	56903	PAPOLB
ILMN_1786275	64895	PAPOLG
ILMN_1721770	5069	PAPPA
ILMN_1792002	60676	PAPPA2
ILMN_1708529	60676	PAPPA2
ILMN_1781819	9061	PAPSS1
ILMN_2224103	9061	PAPSS1
ILMN_2410929	9060	PAPSS2
ILMN_1716071	152559	PAQR3
ILMN_1660793	124222	PAQR4
ILMN_2112474	54852	PAQR5
ILMN_1806434	54852	PAQR5
ILMN_1689852	79957	PAQR6
ILMN_2330382	79957	PAQR6
ILMN_1737631	79957	PAQR6
ILMN_1746618	164091	PAQR7
ILMN_1694589	85315	PAQR8
ILMN_1798327	344838	PAQR9
ILMN_3245815	145624	PAR1
ILMN_3248085	347745	PAR4
ILMN_3241803	8123	PAR5
ILMN_1710524	56288	PARD3
ILMN_1652461	117583	PARD3B
ILMN_2324909	117583	PARD3B
ILMN_1654112	50855	PARD6A
ILMN_2323848	50855	PARD6A
ILMN_1745154	84612	PARD6B
ILMN_1674344	84552	PARD6G
ILMN_1724877	84552	PARD6G
ILMN_1689244	84552	PARD6G
ILMN_1814393	8505	PARG
ILMN_2410428	8505	PARG
ILMN_3251521	8505	PARG
ILMN_1714511	5071	PARK2
ILMN_2395692	5071	PARK2
ILMN_1744713	11315	PARK7
ILMN_2341467	55486	PARL
ILMN_2257665	55486	PARL
ILMN_1731354	55486	PARL
ILMN_1656560	25849	PARM1
ILMN_1724811	5073	PARN
ILMN_1686871	142	PARP1
ILMN_1721411	84875	PARP10
ILMN_2262044	84875	PARP10
ILMN_1724722	84875	PARP10
ILMN_1710844	84875	PARP10
ILMN_2129877	57097	PARP11
ILMN_1718558	64761	PARP12
ILMN_1691731	54625	PARP14
ILMN_1776778	165631	PARP15
ILMN_1812080	54956	PARP16
ILMN_1757995	10038	PARP2
ILMN_2354237	10038	PARP2
ILMN_1703411	10039	PARP3
ILMN_2397954	10039	PARP3
ILMN_1796682	10039	PARP3
ILMN_1776464	143	PARP4
ILMN_1813620	56965	PARP6
ILMN_1771832	56965	PARP6
ILMN_1662256	56965	PARP6
ILMN_1752791	79668	PARP8
ILMN_1810299	79668	PARP8
ILMN_1669117	79668	PARP8
ILMN_1806651	79668	PARP8
ILMN_2053527	83666	PARP9
ILMN_1731224	83666	PARP9
ILMN_1696827	25973	PARS2
ILMN_1724265	25859	PART1
ILMN_3307854	25859	PART1
ILMN_1756408	55742	PARVA
ILMN_3307892	55742	PARVA
ILMN_1787919	29780	PARVB
ILMN_1667592	29780	PARVB
ILMN_1676173	29780	PARVB
ILMN_1695851	64098	PARVG
ILMN_1797295	139135	PASD1
ILMN_1754858	23178	PASK
ILMN_1667022	23178	PASK
ILMN_3235416	160065	PATE1
ILMN_1719033	160065	PATE1
ILMN_1765039	399967	PATE2
ILMN_2133784	399967	PATE2
ILMN_3245849	399967	PATE2
ILMN_3238982	100169851	PATE3
ILMN_1680782	219988	PATL1
ILMN_3306672	197135	PATL2
ILMN_3229046	197135	PATL2
ILMN_2401844	23598	PATZ1
ILMN_1759297	23598	PATZ1
ILMN_1660611	23598	PATZ1
ILMN_1806907	5074	PAWR
ILMN_1682096	5075	PAX1
ILMN_1734365	5076	PAX2
ILMN_1739400	5076	PAX2
ILMN_2353490	5076	PAX2
ILMN_1707314	5077	PAX3
ILMN_1757053	5077	PAX3
ILMN_1724061	5077	PAX3
ILMN_2320932	5077	PAX3
ILMN_1793101	5078	PAX4
ILMN_1687052	5079	PAX5
ILMN_2314140	5080	PAX6
ILMN_1789905	5080	PAX6
ILMN_1761061	5081	PAX7
ILMN_1708534	7849	PAX8
ILMN_2319292	7849	PAX8
ILMN_1656563	7849	PAX8
ILMN_1731506	5083	PAX9
ILMN_1680193	22976	PAXIP1
ILMN_1737126	10135	PBEF1
ILMN_1673673	55872	PBK
ILMN_1699684	64081	PBLD
ILMN_1760748	64081	PBLD
ILMN_2304404	64081	PBLD
ILMN_1789653	64081	PBLD
ILMN_2067303	59351	PBOV1
ILMN_1729864	59351	PBOV1
ILMN_1723822	55193	PBRM1
ILMN_1659470	55193	PBRM1
ILMN_2385239	55193	PBRM1
ILMN_1784678	5087	PBX1
ILMN_1682699	5089	PBX2
ILMN_1810100	5090	PBX3
ILMN_1700762	80714	PBX4
ILMN_1814315	57326	PBXIP1
ILMN_1736689	5091	PC
ILMN_1734568	5091	PC
ILMN_2340347	5091	PC
ILMN_1671489	5091	PC
ILMN_3239648	50652	PCA3
ILMN_1733802	8850	PCAF
ILMN_1786105	5092	PCBD1
ILMN_1813456	5092	PCBD1
ILMN_1795906	5092	PCBD1
ILMN_3307832	84105	PCBD2
ILMN_1651364	84105	PCBD2
ILMN_1673215	5093	PCBP1
ILMN_2312296	5094	PCBP2
ILMN_3251155	5094	PCBP2
ILMN_1724825	5094	PCBP2
ILMN_3249963	5094	PCBP2
ILMN_1687216	54039	PCBP3
ILMN_1679021	57060	PCBP4
ILMN_1667267	57060	PCBP4
ILMN_2358842	57060	PCBP4
ILMN_1702700	57060	PCBP4
ILMN_1728498	57060	PCBP4
ILMN_1714384	5095	PCCA
ILMN_1761010	5096	PCCB
ILMN_1659823	5097	PCDH1
ILMN_1716758	5097	PCDH1
ILMN_1715458	57575	PCDH10
ILMN_2248632	57575	PCDH10
ILMN_1688500	57575	PCDH10
ILMN_1663300	27328	PCDH11X
ILMN_2285952	27328	PCDH11X
ILMN_1720983	27328	PCDH11X
ILMN_2285951	27328	PCDH11X
ILMN_2329625	27328	PCDH11X
ILMN_1742460	27328	PCDH11X
ILMN_2249769	27328	PCDH11X
ILMN_2254722	83259	PCDH11Y
ILMN_2336306	83259	PCDH11Y
ILMN_1688861	83259	PCDH11Y
ILMN_1673129	51294	PCDH12
ILMN_1745398	65217	PCDH15
ILMN_1781514	27253	PCDH17
ILMN_2229877	54510	PCDH18
ILMN_1799026	54510	PCDH18
ILMN_1805132	57526	PCDH19
ILMN_1703572	64881	PCDH20
ILMN_1663716	92211	PCDH21
ILMN_1718173	54825	PCDH24
ILMN_1710544	5099	PCDH7
ILMN_1670383	5099	PCDH7
ILMN_1722890	5099	PCDH7
ILMN_1766668	5099	PCDH7
ILMN_2275711	5100	PCDH8
ILMN_1740623	5100	PCDH8
ILMN_1668147	5101	PCDH9
ILMN_2379626	5101	PCDH9
ILMN_1752294	5101	PCDH9
ILMN_2393077	56147	PCDHA1
ILMN_1666659	56147	PCDHA1
ILMN_1716109	56147	PCDHA1
ILMN_1675737	56147	PCDHA1
ILMN_1669474	56139	PCDHA10
ILMN_1682112	56139	PCDHA10
ILMN_1740494	56138	PCDHA11
ILMN_2338687	56137	PCDHA12
ILMN_2288582	56137	PCDHA12
ILMN_1789146	56136	PCDHA13
ILMN_2410449	56136	PCDHA13
ILMN_1656033	56146	PCDHA2
ILMN_1672326	56146	PCDHA2
ILMN_2290893	56145	PCDHA3
ILMN_1796787	56145	PCDHA3
ILMN_2400884	56145	PCDHA3
ILMN_1675822	56144	PCDHA4
ILMN_1702205	56143	PCDHA5
ILMN_1799335	56142	PCDHA6
ILMN_2364414	56142	PCDHA6
ILMN_2283895	56141	PCDHA7
ILMN_2388461	56141	PCDHA7
ILMN_1713024	56141	PCDHA7
ILMN_1757303	56140	PCDHA8
ILMN_2296101	9752	PCDHA9
ILMN_1702420	9752	PCDHA9
ILMN_1784316	9752	PCDHA9
ILMN_1791833	56135	PCDHAC1
ILMN_2359078	56135	PCDHAC1
ILMN_1777024	56134	PCDHAC2
ILMN_2266936	56134	PCDHAC2
ILMN_1659773	56134	PCDHAC2
ILMN_2373592	56134	PCDHAC2
ILMN_1744863	29930	PCDHB1
ILMN_1723685	56126	PCDHB10
ILMN_2041483	56126	PCDHB10
ILMN_2095114	56125	PCDHB11
ILMN_1747596	56125	PCDHB11
ILMN_1783671	56124	PCDHB12
ILMN_1766950	56123	PCDHB13
ILMN_1778327	56122	PCDHB14
ILMN_1740857	56121	PCDHB15
ILMN_2100258	57717	PCDHB16
ILMN_1771066	57717	PCDHB16
ILMN_1750376	54661	PCDHB17
ILMN_2185866	54661	PCDHB17
ILMN_2170476	54660	PCDHB18
ILMN_1690237	84054	PCDHB19P
ILMN_1683942	56133	PCDHB2
ILMN_2227757	56133	PCDHB2
ILMN_2128048	56132	PCDHB3
ILMN_1745213	56132	PCDHB3
ILMN_1722673	56131	PCDHB4
ILMN_1814710	26167	PCDHB5
ILMN_2205588	56130	PCDHB6
ILMN_1766377	56130	PCDHB6
ILMN_1738252	56129	PCDHB7
ILMN_1801051	56128	PCDHB8
ILMN_1769859	56127	PCDHB9
ILMN_2047885	56127	PCDHB9
ILMN_2404516	56114	PCDHGA1
ILMN_1717967	56114	PCDHGA1
ILMN_1737523	56114	PCDHGA1
ILMN_1761646	56106	PCDHGA10
ILMN_2356331	56106	PCDHGA10
ILMN_1671403	56105	PCDHGA11
ILMN_2386379	56105	PCDHGA11
ILMN_1653040	26025	PCDHGA12
ILMN_1815131	56113	PCDHGA2
ILMN_2349366	56113	PCDHGA2
ILMN_1654228	56112	PCDHGA3
ILMN_1696513	56112	PCDHGA3
ILMN_2393775	56112	PCDHGA3
ILMN_1674774	56111	PCDHGA4
ILMN_1717168	56111	PCDHGA4
ILMN_2305416	56110	PCDHGA5
ILMN_2251961	56110	PCDHGA5
ILMN_2251963	56110	PCDHGA5
ILMN_2411480	56109	PCDHGA6
ILMN_1748889	56108	PCDHGA7
ILMN_1724386	56108	PCDHGA7
ILMN_1793965	9708	PCDHGA8
ILMN_1711283	56107	PCDHGA9
ILMN_2296644	56107	PCDHGA9
ILMN_1709824	56104	PCDHGB1
ILMN_2391959	56103	PCDHGB2
ILMN_1746708	56102	PCDHGB3
ILMN_1719533	8641	PCDHGB4
ILMN_1811103	56101	PCDHGB5
ILMN_2274355	56100	PCDHGB6
ILMN_1701644	56100	PCDHGB6
ILMN_1737940	56099	PCDHGB7
ILMN_1681598	56099	PCDHGB7
ILMN_1803296	56120	PCDHGB8P
ILMN_1656955	5098	PCDHGC3
ILMN_2345824	5098	PCDHGC3
ILMN_1675428	5098	PCDHGC3
ILMN_1742538	56098	PCDHGC4
ILMN_1714858	56098	PCDHGC4
ILMN_1767649	56097	PCDHGC5
ILMN_1655171	56097	PCDHGC5
ILMN_1688126	200373	PCDP1
ILMN_1798602	51585	PCF11
ILMN_3243375	64002	PCGEM1
ILMN_1757956	84759	PCGF1
ILMN_1809859	7703	PCGF2
ILMN_1803454	10336	PCGF3
ILMN_1788059	84333	PCGF5
ILMN_1656574	84108	PCGF6
ILMN_2401701	84108	PCGF6
ILMN_1810181	84108	PCGF6
ILMN_1788024	55795	PCID2
ILMN_2232368	63935	PCIF1
ILMN_1731948	5105	PCK1
ILMN_2197381	5105	PCK1
ILMN_1760649	5106	PCK2
ILMN_1671791	5106	PCK2
ILMN_1802699	5106	PCK2
ILMN_3230160	27445	PCLO
ILMN_3234654	27445	PCLO
ILMN_1690487	5108	PCM1
ILMN_2042595	5108	PCM1
ILMN_1671621	5110	PCMT1
ILMN_1737426	115294	PCMTD1
ILMN_1767848	55251	PCMTD2
ILMN_1685682	5111	PCNA
ILMN_1706958	5111	PCNA
ILMN_1694177	5111	PCNA
ILMN_1807994	57092	PCNP
ILMN_1810922	5116	PCNT
ILMN_1740010	22990	PCNX
ILMN_1751793	80003	PCNXL2
ILMN_1660541	80003	PCNXL2
ILMN_2295918	80003	PCNXL2
ILMN_1783350	399909	PCNXL3
ILMN_1707070	5118	PCOLCE
ILMN_1746888	26577	PCOLCE2
ILMN_3306362	542767	PCOTH
ILMN_3229736	542767	PCOTH
ILMN_1720093	126006	PCP2
ILMN_1682326	5121	PCP4
ILMN_1681643	654790	PCP4L1
ILMN_2081813	5122	PCSK1
ILMN_1710859	5122	PCSK1
ILMN_1755582	27344	PCSK1N
ILMN_1695003	5126	PCSK2
ILMN_1769018	54760	PCSK4
ILMN_1767934	5125	PCSK5
ILMN_1676595	5046	PCSK6
ILMN_1710070	5046	PCSK6
ILMN_1768577	5046	PCSK6
ILMN_2292592	5046	PCSK6
ILMN_1676384	5046	PCSK6
ILMN_1802550	5046	PCSK6
ILMN_1699545	9159	PCSK7
ILMN_1668850	255738	PCSK9
ILMN_1714569	5127	PCTK1
ILMN_1803870	5127	PCTK1
ILMN_1780824	5128	PCTK2
ILMN_1784110	5129	PCTK3
ILMN_2389218	5129	PCTK3
ILMN_2284222	5129	PCTK3
ILMN_1668067	5129	PCTK3
ILMN_1802257	58488	PCTP
ILMN_2113535	51449	PCYOX1
ILMN_1679725	51449	PCYOX1
ILMN_1815951	78991	PCYOX1L
ILMN_1658310	5130	PCYT1A
ILMN_1811597	9468	PCYT1B
ILMN_2202930	5833	PCYT2
ILMN_1652846	5833	PCYT2
ILMN_1693683	11333	PDAP1
ILMN_2397178	5132	PDC
ILMN_1779037	5132	PDC
ILMN_1712457	5132	PDC
ILMN_1806725	5133	PDCD1
ILMN_1709396	11235	PDCD10
ILMN_2269002	11235	PDCD10
ILMN_1766024	11235	PDCD10
ILMN_2365196	11235	PDCD10
ILMN_3236503	22984	PDCD11
ILMN_2159272	80380	PDCD1LG2
ILMN_1758915	5134	PDCD2
ILMN_1797684	5134	PDCD2
ILMN_1706149	84306	PDCD2L
ILMN_2396272	27250	PDCD4
ILMN_1768004	27250	PDCD4
ILMN_2228710	9141	PDCD5
ILMN_1733931	10016	PDCD6
ILMN_1693259	10015	PDCD6IP
ILMN_2111323	10015	PDCD6IP
ILMN_2148290	10081	PDCD7
ILMN_1772959	10081	PDCD7
ILMN_1694041	5082	PDCL
ILMN_3251264	132954	PDCL2
ILMN_1762409	132954	PDCL2
ILMN_1667925	79031	PDCL3
ILMN_1702806	79031	PDCL3
ILMN_1801215	347862	PDDC1
ILMN_1752197	347862	PDDC1
ILMN_1782955	10846	PDE10A
ILMN_2121272	10846	PDE10A
ILMN_2364600	50940	PDE11A
ILMN_1813325	50940	PDE11A
ILMN_2278246	50940	PDE11A
ILMN_1660305	201626	PDE12
ILMN_1775163	5136	PDE1A
ILMN_2376847	5136	PDE1A
ILMN_1805564	5136	PDE1A
ILMN_1778924	5136	PDE1A
ILMN_1805098	5153	PDE1B
ILMN_1667225	5137	PDE1C
ILMN_1681356	5138	PDE2A
ILMN_1805415	5139	PDE3A
ILMN_2131381	5140	PDE3B
ILMN_1785768	5141	PDE4A
ILMN_2340259	5142	PDE4B
ILMN_1782922	5142	PDE4B
ILMN_2296439	5142	PDE4B
ILMN_2288976	5142	PDE4B
ILMN_2117613	5143	PDE4C
ILMN_1761277	5143	PDE4C
ILMN_1791483	5144	PDE4D
ILMN_1659430	9659	PDE4DIP
ILMN_1739674	9659	PDE4DIP
ILMN_2246134	9659	PDE4DIP
ILMN_2291407	9659	PDE4DIP
ILMN_1749639	9659	PDE4DIP
ILMN_2282729	8654	PDE5A
ILMN_1810836	8654	PDE5A
ILMN_2408024	8654	PDE5A
ILMN_1723230	8654	PDE5A
ILMN_2294653	8654	PDE5A
ILMN_2195319	5145	PDE6A
ILMN_3251409	5145	PDE6A
ILMN_1655974	5158	PDE6B
ILMN_1730851	5146	PDE6C
ILMN_1660094	5146	PDE6C
ILMN_1790680	5147	PDE6D
ILMN_1718299	5148	PDE6G
ILMN_1702965	5149	PDE6H
ILMN_2278819	5150	PDE7A
ILMN_2262444	5150	PDE7A
ILMN_2379675	5150	PDE7A
ILMN_1806533	27115	PDE7B
ILMN_1657686	5151	PDE8A
ILMN_1699767	5151	PDE8A
ILMN_2408946	5151	PDE8A
ILMN_2295213	5151	PDE8A
ILMN_2301725	8622	PDE8B
ILMN_2301722	8622	PDE8B
ILMN_1691692	5152	PDE9A
ILMN_2306540	5152	PDE9A
ILMN_1683063	5152	PDE9A
ILMN_1767176	5152	PDE9A
ILMN_1698912	64146	PDF
ILMN_2159044	64146	PDF
ILMN_2342695	5154	PDGFA
ILMN_1685982	5154	PDGFA
ILMN_1782661	5154	PDGFA
ILMN_1737695	5155	PDGFB
ILMN_1775822	5155	PDGFB
ILMN_2394305	5155	PDGFB
ILMN_1683023	56034	PDGFC
ILMN_2376859	80310	PDGFD
ILMN_1803094	80310	PDGFD
ILMN_1681949	5156	PDGFRA
ILMN_2086470	5156	PDGFRA
ILMN_1815057	5159	PDGFRB
ILMN_1680339	5157	PDGFRL
ILMN_1772369	5160	PDHA1
ILMN_2068951	5161	PDHA2
ILMN_1665458	5161	PDHA2
ILMN_1739274	5162	PDHB
ILMN_1652357	8050	PDHX
ILMN_1804444	64714	PDIA2
ILMN_1669753	2923	PDIA3
ILMN_2075436	171423	PDIA3P
ILMN_2075440	171423	PDIA3P
ILMN_1815261	9601	PDIA4
ILMN_1695763	10954	PDIA5
ILMN_1680626	10130	PDIA6
ILMN_1806328	149420	PDIK1L
ILMN_1729203	204474	PDILT
ILMN_1670256	5163	PDK1
ILMN_1705397	5164	PDK2
ILMN_1776582	5165	PDK3
ILMN_1684982	5166	PDK4
ILMN_1788955	9124	PDLIM1
ILMN_1770248	64236	PDLIM2
ILMN_1669667	64236	PDLIM2
ILMN_1695299	27295	PDLIM3
ILMN_2230025	27295	PDLIM3
ILMN_1663976	8572	PDLIM4
ILMN_2412281	10611	PDLIM5
ILMN_1692864	10611	PDLIM5
ILMN_2361478	10611	PDLIM5
ILMN_1814985	9260	PDLIM7
ILMN_1690125	9260	PDLIM7
ILMN_2396639	9260	PDLIM7
ILMN_1797965	57546	PDP2
ILMN_2164978	57546	PDP2
ILMN_1810554	5170	PDPK1
ILMN_1773758	5170	PDPK1
ILMN_1653793	5170	PDPK1
ILMN_2387799	5170	PDPK1
ILMN_1718306	5170	PDPK1
ILMN_1670490	10630	PDPN
ILMN_2404903	10630	PDPN
ILMN_1778013	55066	PDPR
ILMN_1667034	55066	PDPR
ILMN_1736856	55066	PDPR
ILMN_1731720	81572	PDRG1
